Start,End,Text
2929.44,2964.68,"Ama yok, ben alırım vardır kesin efendim. Estağfurullah siz de bir alakası yok. Bu teşekkürün ardından bir de özür dilemem gerekiyor. Buyurun ikinci partta sayın Kemal Kılıçdaroğlu, biz demokratik bir partiyiz. En çok genel başkan adayı çıkaran partiyiz demişti. Ben de elimde mikrofon olmamasına rağmen Muharrem ince ile olan yarışında parti eliyle genel merkez eliyle oy çektirdiğiniz yarışta mı diye mikrofonsuz şekilde buradan hitapta bulunmuştum. Şu an artık bronz olarak bağırdığım için özür diliyorum. Teşekkürler teşekkürler sen de az değilsin, kayda geçirdin yani söylediğine sağ olsun arkadaşlar tamam sakin farkındayım, gelecek merak etmeyiniz beyefendi, deydi mikrofon bir saniye size de geleceğim ama bey"
2964.68,2996.79,"Kendi bekliyor lütfen sakin ve sabırlı olalım. Çok tatlıyız çünkü biz teşekkürler buyurun Oğuzhan bey buyurun ses burada ses benim hep buradayım. Ha hanımefendiye kibarlık yapar mısınız? Beyefendi bir süredir sizde herkese kibarlık yapıyorsunuz. Bu arada buyurun bir süredir mikrofon elimde beklediğim için kusura bakmayın yoksa sıkıntı değil, konuşmak istiyorsa konuşabilir, daha sonra da konuşabilirim, ben ondan sonra hanımefendi konuşur ediyorum o zaman öncelikle yani böyle bir süreçten geçerken bizlere söz hakkı tanıdığınız için babala ekibine özverileri için çok teşekkür ediyorum."
2996.79,3031.99,"Ben kendim bursa'dan bu program için geldim. Sadece bu program için gelmedim ama gelmişken programa katıldım yaptınız ama yarın gelecektim. Yani yine bu program için geldim. Öyle söyleyeyim, teşekkürler. Şimdi benimki sorum var. Bir de ayrıca programla alakalı. Eğer kate alırsanız sevineceğim bir önerim var. Ben dışarıya çıkarken işte elimde kağıt bardak ve suyla çıktım. Normalde tapu durumu taşırım ama dalgınlığıma geldi içeri girerken ben pet şişeyle girmek istedim. Güvenlik görevlisi almadı, atmamı söyledi ben yani şöyle söyleyeyim, dışarıda geri dönüşüm kutusu görmediğim için ben yanıma getirdim ben onu."
3031.99,3067.23,"Çantamda taşıyıp geri dönüşüm kutusuna atıyorum. Böyle olunca ben ekstradan bir bardak daha kullanmak zorunda kaldım. Dönüşüm kullanan biriyim. Anlıyorum sizi karbon ayak izi mi arttırdı? Yani bu durum benim bu tür şöyle söyleyeyim, bu tür programlarda hayır, hayır, çok doğru, çok doğru söylüyor, hanımefendi. Çünkü şöyle düşünün, bir lafınızı böleceğim, hızlıca şunu söyleyeyim, burada şimdi 750 kişilik bir salon burası ve siz gittikten sonra bizim ekip arkadaşlarımız ekipmanları toplarken gördüğümüz görüntü bir sürü pet şişe, bir sürü bardak bir sürü şey oluyor ve bunları tabii ki biz toplayıp geri dönüşüme götürüyoruz. Sizin hassasiyetinizi anlıyorum çünkü ben de bununla özel olarak ilgileniyorum lütfen o yüzden devam"
3067.23,3102.47,"Dediniz, buyurun teşekkür ediyorum. Şimdi birinci soruma gelecek olursam öncelikle sayın kılıçdaroğlu'na şunu sormak istiyorum, genel olarak muhafazakar seçmen chp ile barışıyor. Bunun sebebi de aslında sürekli olarak diğer partiler tarafından politize edilen ve dile getirilen tek parti iktidarı döneminde yapılanlar. Bu süreçte işte burada yapılan işte şapka inkılabı ndan tutun da harf inkılabı sürecinde Türkçe ezan uygulamasına çok partili sisteme geçiş dönemlere. Tüm bunların hepsi birer eleştiri ya benim şahsi fikrim bu aslında konuşulacaksa artık tarihçiler konuşsun, tarih bilimciler konuşsun fakat türkiye'de muhafazakar seçmenin böyle bir gerçeği var ve bence."
3102.47,3137.71,"Muhalefet bunu es geçiyor. Dolayısıyla chp türkiye'nin kurucu partisi ya benim buna saygım sonsuz. Türkiye'nin çeyrek asrına hükmetmiş bir parti kazanımlarımızı birçoğunu aslında borçlu olduğumuz bir parti. Fakat muhalefet bu süreçte yaşanan birtakım haksızlıkları sürekli muhalefet diyorum. Özür dilerim iktidar dile getiriyor ki, boraltan köprüsü şiiri bunlardan biridir. Hatta ve hatta Yakup kadri'nin Ankara romanında Cumhuriyet dönemini eleştirir ki, Yakup Kadri atatürk'ün yanında zoraki diplomat gibi bir kitabı yazmış isimdir. Aynı zamanda işte Sabahattin ali'nin süreçleri vesaire her neyse ben özetle şunu sormak istiyorum, öncelikle."
3137.71,3172.95,"AK Parti döneminde yapılanlarla alakalı parti olarak siz muhafazakar seçmene nasıl toplayacaksınız, nasıl bu konudaki politize olmuş grubu yanınıza çekebileceksiniz ya da ikna edebileceksiniz? Birinci sorum bu ikinci sorum da ben ikinci turdan sonra artık rüyalarında açık oturumlar yapıyorum ve sabaha yorgun gergin olarak uyanıyorum. Bir de beni düşünme sonra sonra diyorum ki yani ben bunu yaşamak için ya bunları yaşamak için hani ne yapmış olabilirim ki bunları hak ettim diyorum. Çünkü ben sadece vatandaşın ve bütün iktidarlardan aslında temelde 3 talebim var, birisi benim bireysel hak ve özgürlüklerin teminat al."
3172.95,3208.19,"Satın alınması birisi fırsat eşitliği ve son olarak da insan haklarının temel alındığı ve bunun geliştirildiği adalet temelli bir düzen. Aslında temelde 3 şeyi istiyorum. Ben şunu yaşadım, daha dün yaşadım. Yani bunu çok üzülerek dile getiriyorum. Çünkü ben bugüne kadar yani insanların ne dini tercihleriyle ne cinsiyetleri ile ne de ırk temelli hiçbir ayrımcılığa girmedim. Doğru da bulmuyorum. Fakat şöyle örnekleyelim, ben turist rehberliği öğrencisiyim, aynı zamanda bursa'da yaşadığımı belirttim. Dün bir gruba eşlik edecektim, acenteden aradılar beni tesettürlü olup olmadığımı sordular. Normalde de karşılaştığım şeyler değil."
3208.19,3243.43,"Bende tesettürlüyüm dedim. Acentanın tesettürlü istemediğini söylediler. Bende dedim ki seni olmuş 2.023 yani ne yapabilirim ben dedim ve bu şekilde kapandı. Sonrasında bana döndüler ve şunu dediler. Grubun Atatürkçü olduğunu ve tesettürlü birine istemediklerini söylediler. Şimdi ben burada atatürkçülere kesinlikle zan altında bırakmak istemiyorum arkadaşlar yani kesinlikle yanlış anlamayın, çok çok da özür diliyorum. Böyle bir yanlış anlaşılmaya sevmek zorunda değilsiniz. Yani çok gerçekten bunları da çok utanarak dile getiriyorum. Çünkü dünyanın böyle topraksız tarımı konuştuğu ve uzay tarımı konuştuğu bir dünyada yapay zekayı konuştuğu bir de."
3243.43,3278.66,"Kanada ya ben bu gerizekalıca şeyleri konuşmakta olduğum için çok üzgünüm. Çok da özür diliyorum. Yani gerçekten çok mahcup olarak dile getiriyorum. Benim buradaki endişem şu, ben bugüne kadar hep ak parti'ye oy verdim. Teşkilatların içerisinde yer aldım. Siyasi olarak farklı çalışmalarım oldu. Bu seçimde ben kararsızdım. Kararsız kaldığım için ailem tarafından aforoz edildim. Yani akrabalarımı engelledim çünkü saçma sapan şeylere maruz kaldım. Burada da ne yazık ki bu sosyopolitik bölünmenin çok derin çizgisini hissettim. Ben kendi adıma burada şunu sormak istiyorum, öte tarafta da dönüyorum, dün yaşadığım olay bu yani."
3278.66,3313.9,"Çok üzülerek dile getiriyorum. Ben burada sadece ve sadece bireysel hak ve özgürlüklerini nasıl temin altına alınacağını, nasıl teminat altına alınacağını merak ediyorum ve bunu özellikle iktidara gelmesi durumunda yani nasıl teminat altına alacak eminim binlerce kişi de bunu merak ediyor. Teşekkür ediyorum, çok teşekkür ederiz. Sağ olun gayet güzel. Buyurunuz şöyle ifade edeyim, Cumhuriyet Halk partisi'ne yönelik haksız eleştiriler var. Ben bunun farkındayım ve bunu biliyorum. Toplumun değişik kesimleriyle toplantılarda yapıyorum. Örneğin bir ara faizlerle bir toplantı yaptım, bize yönelik onların bakış açısı nedir diye ve onlara şu."
3313.9,3349.14,"Söyledim, burada ilk konuşmayı yaptığım gibi her soruyu aklınıza gelen her şeyi sorun ve ben de samimi olarak yanıtlayayım diye birisi söz aldı ve şöyle söyledi, ya size oy vereceğiz ama dedi işte deyince camiler yani siz şunu mu demek istiyorsunuz ya oy vereceğiz ama işte CHP dinsiz parti vallahi dedi onu söyleyecektim dedi. Ben kendisine şu soruyu sordum, bir şey sorabilir miyim dedim evet dedi. Merkez bankasının dini nedir dedim birden şaşırdı, hadi onu bilemedin. Hazine ve maliye Bakanlığının dinine din allah'la kul arasındaki bir şey, tüzel kişiliklerin dini olmaz, her inançtan insan gelip bir partiye üye olabilir, bir bakanlıkta çalışabilir ama bunların dinle falan."
3349.14,3379.77,"Ilgisi yok ancak oradaki ahlaki değerlerin, çalışan insanların ahlaki değerlerinin dinle ilgisi olur. Tüzel kişiler bugün var. Yarın yok anlattım onu yine aynı şekilde CHP camileri yaktı diyorlar. Biz merak ettik ya bu nereden çıktı bu kimsenin cami falan yaktığı yok. Çok partili hayata geçtikten sonra izmit milletvekillerinden birisi demokrat partili çıkıp mecliste bir konuşma yapıyor konuşmasında arasında siz camileri yaktınız diyor, o kadar tek cümle hiç kimse bundan itiraz etmiyor da yok. Öyle bir şey falan olmayan bir şey, sonra bu yaygınlaşıyor."
3379.77,3414.85,"Toplumun her kesimine yayılıyor, camileri yaktılar, yıktılar falan filan sonunda biz bu konuda bir tarihçi grubu getirdik. Tarihçiler oturdular. Bu konuları araştırdılar. Yakıldığı söylenen camiler bizim tarafımızdan değil, Yunan ordusu geri çekilirken camileri yaktığını tam tersine chp'li belediyelerin bu camileri onardığını vesaire. Van'da yaptığım bir toplantıda da benzer bir soru geldi. Bir norşin şeyhi bana bunu söylemişti, ben size dedim. Gazi Mustafa Kemal atatürk'ün 1.921 ya da 23. Şu anda tarihin çok net hatırlayamıyorum. Mecliste bütçe açış konuşmasında meclis tutanağının bir örneğini göndereceğim size."
3414.85,3450.09,"Ne gönderdin bir de 1.900 kırklı yıllarda yayınlanan bir yürüyüş dergisi var. O dergiyi göndereceğim size atatürk'ün meclis'te yaptığı konuşma şöyle, milli abide lerimiz camilerimizin onarımı için şu kadar ödenek ayırdık diyor. Milli abideleri imiz, camilerimizin onarım işinin 1.900 kırklı yıllarda yapılan camilerin onarımı için yapılan bütün ödeneklerle tek tek sayılmış ikisini gönderdim. Bana özür mektubu gönderdi. Ben bunları bilmiyordum diye biz tabii anlamayınca gerçekleri anlamayınca babadan oğlu efsane diye geliyor ve bunlar bir şekliyle dillendiriliyor. Oysa bizim gerçekleri toplumun önüne koymamız lazım. Buna benzer pek çok olay var. Mesela ankara'nın en büyük cami."
3450.09,3481.97,Kocatepe camii vakıf yapmıştır. Vakfın kurucularından birisi ismet inönü müdür? Çankaya'ya cami yapan ismet inönü müdür? Bizi atatürk'ten 2 vasiyet var. Genelkurmay konusunda Diyanet işleri Başkanlığı konusunda mecbur olmadıkça konuşacaksınız. Hiçbir genel başkan mecbur olmadıkça ne Genelkurmay Başkanlığı ne Diyanet işleri Başkanlığı ortak konuşmaz. Çünkü bu 2 alana siyasetin girmesini asla kabul etmemiştir. Hatta bir Genelkurmay Başkanı ben hem Genelkurmay Başkanlığı hem milletvekili olayım dediği zaman Atatürk hayır ya orası ya orası demiştir orduya siyaset.
3481.97,3517.21,Sokmamış dır buna benzer biz tabii bunları başlangıçta ya bunlar ne olacak işte kuru gürültü demişiz ama sonra bu yayılmış büyümüş vesaire böyle bir haksız gerçeklik var. Biraz uzun bir yanıt oldu. 2 bireysel hak ve özgürlüklerin korunması lazım. Kadının kılık kıyafeti üzerinden başka nedenlerle pek çok alanda bireysel hak ve özgürlüklerin korunmasında ciddi sorunlarımız var. Bu eğer Avrupa Birliği demokratikleşme standartlarının kendi ülkemize getirirsek bir sorun yok. Yine başörtülü bir hukuk fakültesi mezunu bir kız arkadaşlakonuşurken.com üzerinden pandemi döneminde ben dedi. Başörtülü bir avukatın dedi. Özel sektör beni istihdam etme.
3517.21,3547.44,"Istemiyor. Şunu söyledim, kendisine hangi özel sektör sizi başvurdunuz ve kabul etmiyorsa beraber gidelim ve ben sizin hakkınızı savunayım diye ve bunu yapmak zorundayız. Yani bu kırılacak büyük ölçüde kırıldı zaten. Bunun atatürkçülükle falan bir ilgisi yok. Atatürkçülüğü de ya bizim verirseniz bu atatürkçülüğü de bir atak ki buyurun atatürkçülüğün 2 temel kuralı vardır ve bunu Gazi Mustafa Kemal söyler, 2 temel esası vardır. Biz bunları bize öğretmiyorlar, birincisi siyasi bağımsızlıktır, neden özgürlük ve bağımsızlık benim karakterimdir, bayrağımın altında özgürce yaşarım."
3547.44,3580.56,"Kimse bana müdahale edemez, ikinci bir ilkesi daha var. Özgürlüğümüzü ve bağımsızlığımızı korumanız lazım. Der ki, savaş meydanlarında kazanılan zaferler ne kadar başarılı olursa olsun ekonomik zaferlerle taçlandırılması, bağımsızlığını koruyamazsınız. Yani siyasi bağımsızlık ve ekonomik bağımsızlık şu anda Türkiye ekonomik bağımsızlıkla sınıfta kalmış durumda. Sadece enerji açısından %40 50 arasında rusya'ya bağımlı durumdayız. Bir ülkenin bir başka ülkeye enerji konusunda %50 bağımlı olması o ülke açısından bizim açımızdan da büyük bir sorun."
3580.56,3612.65,"E tabii onu biliyorum aq kıyıp evet biliyorum Akkuyu biliyoruz. Şu anda sırada arkadaşlarımıza gelecek sizinle gelecek. Şimdi arkadaşımızın videosu hazırlanırken beyefendi de 3 tür hakkını veriyor. Lütfen sorunuzu sorunuz. Sonra videoyu yayınlayan arkadaşımıza mikrofonu verelim, sonra da siz de beyefendi sonra devam edeceğiz. Buyurunuz merhabalar genel başkanım hoş geldiniz ülkenin çoğunluğu partinizin il başkanı yani istanbul il başkanı Canan kaftancıoğlu'nun zamanında 60 olduğu twitlerden rahatsız, ben bir chp'liyim, kırgın bir chp'liyim ben de rahatsızım sakine cansız tanıyorsunuz değil mi başkanım ben tanımayanlar varsa kendisini söyleyeyim kim olduğunu."
3612.65,3646.4,"Pkk'nın terör örgütünün kurucularından bir tanesi 9 ocak 2013 te öldükten hemen 2 gün sonra Canan hanım, insanlık tarihi kadın ile başlar, insanlık kadına yapılanlarla kaybeder demiş. Sakine cansız ve insanlık yine kaybetti diye tweet attı. Bundan daha vahimi bana göre 11 mart 2014 tarihinde devlet katil değil, seri katil diye atatürk'ün kurduğu partinin il başkanı devlete bu devletin polisine, bu devletin askerine, devletin kendisine ben hükümet demiyorum, devletin kendisine katil dedi. Sizce atatürk'ün partisinin başında, atatürk'ün partisinin il başkanının böyle bir söylem yapması doğru mudur?"
3646.4,3649.27,Teşekkür ederiz.
3649.27,3653.2,Teşekkür ediyorum. Sağolunuz beyefendi konuşmak ister misin?
3653.2,3688.17,"Canan hanım burada kendisine cevap vermesini ister misiniz? Ben sorumu Kemal bey'e sordum zaten canım bu tweetleri kabul ediyor isterseniz birkaç cümle söyleyeyim, tabii ki elbette buyurun çok teşekkür ederim. Arkadaşlarımızın da çok zamanını almadan şunu ifade edeyim, ben bir kadınım, bir hekimim, bir insan hakları savunucusuyum sakine cansız'ın kim olduğunu siz hatırlatmadan ben çok açıkça hatırlatayım. Sakine cansız pkk terör örgütünün kurucularından biridir. Sakine cansız PKK terör örgütünün kurucularından birini güçlü devlet, devletin güvenlik görevlileri yakalar hukuk."
3688.17,3723.41,"Karşısında suçu neyse kaç yılsa cezası neyse yakalar ve onu hapishanede yatırır veya sakine cansız PKK terör örgütüyle dağlarda çatışırken güvenlik güçlerimiz tarafından öldürüldüğünde terör örgütünün üyesi yönetici herneyse öldürüldü olur sakine cansız denilen kişi, avrupa'nın orta yerinde avrupa'nın orta yerinde gayet de lüks bir apartmanda ya da yerde yine o dönemki haberlere bakarsanız göreceksiniz. Bugünkü iktidarın da benim söylediklerimden iktidar temsilcilerinin söylediği bir şekilde avrupa'nın orta yerinde."
3723.41,3758.65,"Infaz edilmiştir. Şimdi soru şu, sakine cansız terör örgütünün kurucusu avrupa'nın orta yerinde gayet lüks bir yerde yaşarken, onun yeri terör örgütü kurucusu. Oysa bu ülkeyi yönetenler tarafından tutuklanıp cezaevinde tutuklanması iken yine gidip birileri tarafından kim olduğunu ben bilemem. Orta yerinde infaz ediliyorsa eğer biraz önce sayın genel başkanımız çok kıymetli bir şey söyledi. Her şeyin esası adalettir. Her ne olursa olsun her kim olursa olsun hiç kimsenin ama hiç kimsenin cezasının karşısında suçunu çekmek, sorumluluğu vardır devletlerin."
3758.65,3793.89,Yargının o cezayı verme görevi vardır ama hiç kimsenin infaz edilmesi en azından benim bir kadın olarak bir insan hakları aktivisti olarak benim gibi düşünmese bile yapılan işin yanlış olduğunu söylememe engel değildir. Bunu bu şekilde açıklamış olayım. Sakine cansız'ın ilgili ikinci tweetinizi sakine cansız için bir ekleme yapabilir miyim? Müsaade eder misiniz? Buyurun estağfurullah yani Oğuzhan bey izin verecek sakine cansız türkiye'yi de öldürülmedi ama fransa'da öldürdü. Bunun suçlusu nasıl Türkiye hükümeti olabiliyor? Ben Türkiye hükümet demedim ki onun suçlusu devlet katil kısmı o değil. Şimdi sakine cansız ligine de.
3793.89,3829.13,"Bir kadın katledildi. Çünkü benim için bir kadının nerede olursa olsun suçluysa hapishanede olur. Hukuk ne diyorsa onu verir. Orada öldürülmüştür. Devlet katil değil. Şimdi değerli arkadaşlar çok kısa tutacağım. Aslında bu uzun konu biraz önce sevgili kardeşimizin söylediği şey çok kıymetli bireysel hak ve özgürlükler. Devlet sorumlu devlet, sosyal devlet bizlere, sizlere bugünlerde tırnak içinde söylüyorum, kutsal devlet kavramı dayatılıyor, devletler nedir, devletler soyut kavramlardır, devletler, hükümetler yönetir. Bizler ne zaman ki sorumlu devlet vatandaşına karşı sorumluluğunu bilen."
3829.13,3864.37,"Devlet ve vatandaş olarak devletinden verdiği vergiler de dahil olmak üzere hesabını soran bireyler olduğumuzda hangi iktidar olursa olsun işte biraz önceki şu arkamdaki kız kardeşimizin söylediği hayalleri gerçekleştireceğiz. Avrupa insan hakları mahkemesinde devletin organları vardır. Avrupa insan Hakları Mahkemesi kararıyla devletin kolluk kuvvetleri aracılığıyla hukuk esastır dimi, devletin kolluk kuvvetleri aracılığıyla Hrant dink'i öldürüldüğünün Avrupa insan Hakları Mahkemesi kararı vardır. Devlet soyut bir kavramdır. Eğer siz devletin kolluk kuvvetleri."
3864.37,3899.61,"Aracılığıyla ben söylemiyorum. Ben söylersem zaten doğru sayılmaz bu kanaat olur. Mahkeme kararıyla eğer bu varsa burada benim katil devlet dememde ki amaç Hrant dink'in öldürülmesiyle bellidir ama katil devlet sizin kadar benim de ağrıma gidiyordur. Çünkü devletler vatandaşını öldüren mekanizmalar aracılık etsin değil. O mekanizmalar vatandaşını korusun diye güçlü devlet, güçlü toplum, güçlü devlet olduğumuzda bunları ortadan kaldıracağız dır. Bunlar ortadan kaldırmanın yolu da devletin soyutlayarak değil, sorumlu devletin talebini vatandaşla."
3899.61,3934.2,"Olarak yapacağız ki bu topraklarda yaşayan hepimiz kutsal kavramlar değil, sorumluluk üzerinden yapılan yanlışları ifade ettiğimizi ortaya çıkaracağız. Dolayısıyla üzülerek söylüyorum, Avrupa insan hakları mahkemesinde ne yazık ki bu senin kadar benim de ağrıma gidiyor ama hepimizin ağrına gitmesi gerçeği değiştirmiyor. Devletin ne yazık ki kurulları ve organları aracılığıyla cinayetler işlendiğini mahkeme kararlarında görüyoruz. Acı bir durum ama acıları bütün gerçekliğiyle söyleyeceğiz ki, güçlü birey, güçlü toplum, güçlü devlet olacak ve böyle acı olayları konuşmak zorunda kalmayacağız."
3934.2,3965.07,"Teşekkür ederim, teşekkür ederiz. Sağ olsun teşekkür ediyorum. Sizin ekleyeceğiniz bir şey var mı? Efendim yok, hayır gayet. Çünkü aşık oldu gelecek efendim sakin oluruz, bir video vardı arkadaşlar. Sakin olun bu bir fayda etmeyecek inanın bana manasız olacak beyefendinin bir videosu vardı, videosu olan beyefendi neredeydi mikrofonda elinde mi? Tamam videonu bir oynatalım istersen önce burada arkadaşlarımızla rica edelim ışığı da kısalım. YPG nin terör örgütü olduğunu düşünüyor musunuz? Terör örgütü değiliz diye net somut bir açıklama yapıyorsa elbette biz bu açıklamaya önem veririz."
3965.07,3995.3,"Terör örgütü olarak eğer teröre başvurmadığı sürece biz YP yi terör örgütü olarak görmeyiz d konusunda ilk günden beri diyorum. Görüşülmesi gerekiyordu. Görevi değil midir? Değil benim gözümde evet sınırımızda kardeşsin. Evet, bizim sınırımızda başkası olacağına pyd olsun bizim hiç acı yok. Türkiye Suriye kürtleriyle şam yönetimi arasındaki diyalogu desteklemeli ve suriye'de yeni anayasa yapım sürecine yapıcı katkı vermelidir."
3995.3,4027.07,"Yapılanması mıdır? Örgütü olarak bu görüyorsunuz, yoksa Kürtlerin temsilcisi olarak mı görüyorsunuz? Şimdi ben ne ben ne arkadaşlarım bir yapının terör örgütü olup olmadığına dair bir değerlendirme yapacak istihbarı, bilgiye ve kurumsal yapıya sahip. Ha Yeni Şafak, müzik, müzikten anladım. Efendim Yeni Şafak o gerginliği veriyor. Çünkü videosunda teşekkür ederim arkadaşlar. Bir saniye şu an devam ediyor. Konu lütfen bir şey daha efendim bitti mi çözüm süreci diyorsun, anladım, mikrofon gelecek hemen halledeceğiz evet beyefendiyi izledik videoyu buyurun."
4027.07,4062.31,"Bu arada Yeni Şafak ile hiçbir bağlantım söz konusu değil. Ak parti'den önemli değil. Dolayısıyla ilk önce bu videoyla ilgili hakkında düşündüklerini sormak istiyorum. Çünkü siz ondan önce bir bana göre propaganda videosu hazırladığınız geldiniz ve bize bunu arz ettiniz. Bir ikinci husus suriye'den ilerleyecek olursak, Rusya meselesi bildiğiniz gibi Rusya şu an bizim stratejik partnerimiz diyebilirim. Rusya'yla olan ilişkilerimiz çok güçlendi. Son dönemde ve mülteci konusuna değinmek istiyorum. Yani siz bugün şöyle bir vaatte bulunuyorsunuz, 2 yılda takriben 5.000.000 mülteciyi tekrar Suriye ve."
4062.31,4097.55,"Insanlarına göndereceğiz diye bir açıklamanız oldu. Şöyle bir durum söz konusu, siz bu mültecileri suriye'ye göndermek istiyorsanız, oranın yönetimiyle bildiğiniz gibi ilk önce bir anlaşmanız gerekiyor ve suriye'yle anlaşmak. Yani şam'la anlaşmak moskova'yla anlaşmaktan geçiyor. Bu bir ikincisi. Gaz merkezi konusu, gaz merkezi yapacağım dedi. Putin türkiye'yi peki rusya'yla olan ilişkilerimiz kötüleşirse biz gaz merkezi olmazsak bu milyarlarca dolar türkiye'ye girmez. Bunun hakkında ne düşünüyorsunuz? Ikincisi depremde yıkılan konutlarla ilgili olacak. Hatta hemen o soruyu soracak olanlar vardı çünkü ikincisi diyelim dördüncüye geçtin o yüzden diyorum bunca ilerle."
4097.55,4132.12,"Ya, şey, çok çok şey konular. Belki bak deprem bölgesinde arkadaşlar gerçekten fill dolarlarla ilgili. Onun için sor hemen dolarlarla ilgili lütfen. Şimdi bunu bedava yapacağınızı söylediniz. Burada merak ettiğim bunun kaynağı nerede? Ben ekonomistim, ekonomi okudum yani gerçekten Düsseldorf üniversitesi'nde ekonomi okudum. Onun için soruyorum, bunun dışında gelişi güzel sözleriniz, vaatlerimiz var. Bu milyarlarca dolarlar nereden gelecek bunu merak ediyorum. Bir de son olarak ben 22 sene avrupa'da yaşadım. Şu an 3 senedir türkiye'deyim. Bu arada türkiye'yi çok seviyorum elbette hepimiz evet, ben özgür bir ülke olarak görüyorum. Türkiye'yi avrupa'dan çok fazla bir eksiğinin olduğunu da düşünmüyorum."
4132.12,4167.36,"Bu benim şahsi bir kanal eğitimdir. Bak işte bu tam asi bir kanal. Twitter'daki kavga yapmayalım bunu evet buyurun yani siz orada eğitimini almadan orada yaşamadan yapmayın arkadaşlar. Yani buradan biliriz lütfen bunu bitiririz şimdi evet genel başkanlık konusuna gelecek olursak son soru bu arada hızlıca genel başkanlığından ayrılmadığını söylüyorsunuz çünkü size göre bir başarı ortada. Şimdi benim merak ettiğim bir şey var, sürekli Avrupa iyilikten bahsediyorsunuz değil mi? Şimdi zikirde avrupayi uygulamada Orta Doğu mu diye sormak istiyorum, niye diyeceksiniz? Çünkü bugün idari tekrarlayabilir misin?"
4167.36,4202.59,"Son cümle genel başkanlıktan istifa etme konusu yani zikirde avrupayi uygulamada Orta Doğu mu? Diye sormak istiyorum. Çünkü avrupa'da, özellikle almanya'da, ingiltere'de özellikle ingiltere'de bir seçim kaybedildiğinde ne oluyor? Genel başkan istifa etmek zorunda kalıyor ya da kendisi böyle dilediği için oluyor. Yani onun için tekrar soruyorum, zikirde avrupa'yı uygulamada Ortadoğu mu temsil ediyorsunuz? O şekilde teşekkür ederim, teşekkür ederim, teşekkür ederim, teşekkür ederim. Önce şunu ifade edeyim, lütfen arkadaşlar biraz sessiz lütfen teşekkür ederim. YPY konusunu önce onu açıklayayım Salih müslim'i türkiye'ye resmi olarak davet ettiler diye."
4202.59,4237.84,"Biliyor musunuz? Bunu? Devletin kendi kurumu, devletin yetkilileri, bunun bir terör örgütü olmadığını açıkladı. Devlet herkesle görüşür ama böyle bir olay var. Arkadaşlar cevabını etmesini bekleyebilir miyiz? Lütfen devlet 2 şekliyle görüşür. Devlette 27 buçuk yıl çalışmış, birisi olarak bir devlet perdenin arkasında görüşür, 10'a çıkart bir şey demem, yani gidersiniz görüşürsünüz. 2 devlet resmen görüşür davet ederseniz görüşürsünüz burada resmen görüşme var, sorun orda resmen görüşme olmasa bir sorun yok gider, görüşür vesaire başka bir yerle görüşür, o soyla görüşür bakın bunlara devlet arka perdeden görüşür, itiraz etmem yani."
4237.84,4268.06,"Devleti bilen birisi olarak ama sizi resmen davet eder. Kırmızı halılar içine davet ederseniz burada ağrılar tanırız. Bunu ilan ederseniz bunun videosu var mı? Bu arada var var tabii olmaz olur mu? Var tabii var resmen görüp üstelik bir değil tam 3 kez tam 3 kez bu ayrı yani işin gerçeğini bilelim ama yine size eleştirinizi yapın, ben 10'a çıkart saygılıyım o ayrı bir şey ama gerçeği bilelim ondan sonra ikincisi Suriye ve Rusya arasındaki sözünüzü balla kesiyorum. Sayın Cumhurbaşkanı adayım şu an YPG terör örgütü mü değil mi? Şu anda terör örgütü?"
4268.06,4303.31,"Çünkü devlet diyor ki terör örgütü baştan hayır terör örgütü değil diyordu diyorum ya bizim istihbarat örgütümüz yok. Devletin kurumları davet ediyor, davet ediyorlar, burada ağırlıyorlar. Üstelik gizli kapaklı değil, açık. Bizde kalkıp terör örgütünü davet etti diyemiyoruz ama şimdi terör örgütü diyor. Neden terör örgütü diyor o zaman neden demedi onu bilmiyorum. Şimdi geleceğiz. Sığınmacılara da önce şu Moskova işinin rusya'yla işimi, rusya'yla ilişkilerimizin iyi olmasından itirazım olmaz. Tam tersine biz bazı teknolojik altyapıları, cam, sanayi gibi petrokimya gibi alimin sanayi gibi rusya'dan aldık. Demir çelik rusya'dan aldık, teknolojiyi geliştirdik, iyi bir noktaya getir"
4303.31,4338.55,"Ama benim itiraz ettiğim enerji konusunda rusya'ya türkiye'nin bağımlı hale gelmesi bu bağımlılık son derece tehlikelidir ve türkiye'nin ilerde başına büyük sorunlar açabilir. Siz hala diyorsunuz ki moskova'yla anlaşma yaptık. Burada gazi merkezi kuracak zaten gülü o niye gelip gaz merkezi kuracak? %30 kırıklık bağlantı %80 doksana çıkacak sizi teslim almış olacak ne dedik? Gazi Mustafa Kemal, ekonomik bağımsızlık, enerjide ekonomik bağımsızlığı kaybediyorsunuz nasıl olacak peki buna yönelik projeleriniz var mı? Tabii tabii var tabii olmaz olur mu? Doğu akdeniz'de gaz çıkıyor değil mi? Doğu akdeniz'deki gazı Türkiye üzerinden avrupa'ya götürebilirsiniz ve enerjinin maliyetini."
